rep,envscenario,comp,mean_alpha
133,20,stable,0
134,1,equal,1.13
134,1,stable,3.09
134,2,equal,1.17
134,2,stable,2.5
134,3,equal,1.1
134,3,stable,3.4
134,4,equal,1.1
134,4,stable,3.63
134,5,equal,1.04
134,5,stable,3.26
134,6,equal,1.09
134,6,stable,3.86
134,7,equal,1.08
134,7,stable,3.1
134,8,equal,1.14
134,8,stable,3.7
134,9,equal,1.14
134,9,stable,3.64
134,10,equal,1.11
134,10,stable,3.04
134,11,equal,1.12
134,11,stable,2.17
134,12,equal,1.11
134,12,stable,3
134,13,equal,1.11
134,13,stable,3.23
134,14,equal,1.09
134,14,stable,2.88
134,15,equal,1.12
134,15,stable,3.78
134,16,equal,1.14
134,16,stable,3.11
134,17,equal,1.13
134,17,stable,3.23
134,18,equal,1.07
134,18,stable,2.89
134,19,equal,1.13
134,19,stable,2.88
134,20,equal,1.07
134,20,stable,2.69
135,1,equal,1.85
135,1,stable,5.07
135,2,equal,2
135,2,stable,5
135,3,equal,1.91
135,3,stable,6.74
135,4,equal,1.98
135,4,stable,5.61
135,5,equal,1
135,5,stable,5.76
135,6,equal,2.8
135,6,stable,7.71
135,7,equal,1.93
135,7,stable,7.66
135,8,equal,1.9
135,8,stable,3.99
135,9,equal,3.23
135,9,stable,7.56
135,10,equal,1.37
135,10,stable,4.99
135,11,equal,1
135,11,stable,4.3
135,12,equal,1.85
135,12,stable,7.49
135,13,equal,3.94
135,13,stable,5.87
135,14,equal,1.69
135,14,stable,3
135,15,equal,1.24
135,15,stable,7.35
135,16,equal,2.71
135,16,stable,8.15
135,17,equal,1.75
135,17,stable,6.13
135,18,equal,1.97
135,18,stable,4.56
135,19,equal,1
135,19,stable,5.6
135,20,equal,1.81
135,20,stable,4.98
136,1,equal,2.05
136,1,stable,5.07
136,2,equal,1.85
136,2,stable,5.49
136,3,equal,1.49
136,3,stable,4.4
136,4,equal,2.17
136,4,stable,4.99
136,5,equal,2.04
136,5,stable,5.04
136,6,equal,1.73
136,6,stable,5.14
136,7,equal,1.77
136,7,stable,3.5
136,8,equal,1.96
136,8,stable,5.09
136,9,equal,2.41
136,9,stable,5.19
136,10,equal,2.22
136,10,stable,3.94
136,11,equal,1.44
136,11,stable,2.98
136,12,equal,2.21
136,12,stable,4.96
136,13,equal,2.28
136,13,stable,4
136,14,equal,1.77
136,14,stable,4.92
136,15,equal,2.07
136,15,stable,4.66
136,16,equal,1.91
136,16,stable,4.02
136,17,equal,2.2
136,17,stable,5.08
136,18,equal,1.59
136,18,stable,5.1
136,19,equal,1.53
136,19,stable,4.93
136,20,equal,1.59
136,20,stable,5.07
137,1,equal,1.91
137,1,stable,8.86
137,2,equal,2
137,2,stable,4.15
137,3,equal,3.17
137,3,stable,4.99
137,4,equal,2.81
137,4,stable,7.52
137,5,equal,1
137,5,stable,8.71
137,6,equal,1
137,6,stable,5.64
137,7,equal,1
137,7,stable,7.69
137,8,equal,1
137,8,stable,3.97
137,9,equal,1.97
137,9,stable,7.35
137,10,equal,1.99
137,10,stable,4.96
137,11,equal,1
137,11,stable,4
137,12,equal,1.96
137,12,stable,4.98
137,13,equal,1.95
137,13,stable,8.96
137,14,equal,1
137,14,stable,6.92
137,15,equal,1.79
137,15,stable,4.37
137,16,equal,2.91
137,16,stable,6.09
137,17,equal,1
137,17,stable,6
137,18,equal,2.13
137,18,stable,5.41
137,19,equal,1
137,19,stable,5
137,20,equal,1
137,20,stable,5.94
138,1,equal,1.67
138,1,stable,6.96
138,2,equal,1.91
138,2,stable,4.54
138,3,equal,2.15
138,3,stable,8.21
138,4,equal,2.92
138,4,stable,7.89
138,5,equal,1
138,5,stable,6.12
138,6,equal,2.05
138,6,stable,5
138,7,equal,1.92
138,7,stable,6.98
138,8,equal,2.56
138,8,stable,7.31
138,9,equal,3.58
138,9,stable,5.71
138,10,equal,1.63
138,10,stable,8.32
138,11,equal,1
138,11,stable,6.86
138,12,equal,2.6
138,12,stable,6.77
138,13,equal,2.81
138,13,stable,7.88
138,14,equal,1.94
138,14,stable,4
138,15,equal,2.18
138,15,stable,5.17
138,16,equal,2.88
138,16,stable,8.51
138,17,equal,3.5
138,17,stable,8.34
138,18,equal,2.63
138,18,stable,7.6
138,19,equal,1.76
138,19,stable,5.68
138,20,equal,1.47
138,20,stable,6.51
139,1,equal,2.87
139,1,stable,6.4
139,2,equal,5.09
139,2,stable,9.07
139,3,equal,2.43
139,3,stable,7.34
139,4,equal,4.33
139,4,stable,6.99
139,5,equal,2
139,5,stable,5.87
139,6,equal,4.94
139,6,stable,5.99
139,7,equal,4.24
139,7,stable,4
139,8,equal,4.71
139,8,stable,7.45
139,9,equal,4.54
139,9,stable,7.03
139,10,equal,5
139,10,stable,6.62
139,11,equal,2.96
139,11,stable,6.91
139,12,equal,4.61
139,12,stable,5.69
139,13,equal,4.46
139,13,stable,8.08
139,14,equal,3.6
139,14,stable,8.14
139,15,equal,4.98
139,15,stable,6.5
139,16,equal,4.85
139,16,stable,8.26
139,17,equal,4.28
139,17,stable,4.9
139,18,equal,3.26
139,18,stable,4.92
139,19,equal,2.26
139,19,stable,6.06
139,20,equal,3.79
139,20,stable,7.37
140,1,equal,1.89
140,1,stable,5.06
140,2,equal,1.82
140,2,stable,4.92
140,3,equal,1.68
140,3,stable,4.64
140,4,equal,1.83
140,4,stable,5.02
140,5,equal,1.82
140,5,stable,4.91
140,6,equal,1.79
140,6,stable,4.73
140,7,equal,1.74
140,7,stable,4.62
140,8,equal,1.73
140,8,stable,4.83
140,9,equal,1.85
140,9,stable,4.99
140,10,equal,1.88
140,10,stable,5.31
140,11,equal,1.6
140,11,stable,5.15
140,12,equal,1.82
140,12,stable,5.26
140,13,equal,1.7
140,13,stable,4.63
140,14,equal,1.84
140,14,stable,4.86
140,15,equal,1.57
140,15,stable,4.77
140,16,equal,1.78
140,16,stable,5.16
140,17,equal,1.65
140,17,stable,4.39
140,18,equal,1.59
140,18,stable,4.3
140,19,equal,1.76
140,19,stable,4.82
140,20,equal,1.81
140,20,stable,4.96
141,1,equal,1.81
141,1,stable,5.92
141,2,equal,1.37
141,2,stable,4.79
141,3,equal,1.1
141,3,stable,4.68
141,4,equal,2.2
141,4,stable,4.12
141,5,equal,1.71
141,5,stable,4.6
141,6,equal,1.5
141,6,stable,5.48
141,7,equal,1.11
141,7,stable,4.66
141,8,equal,1.97
141,8,stable,5.56
141,9,equal,2.41
141,9,stable,3.34
141,10,equal,2.36
141,10,stable,4.77
141,11,equal,1.74
141,11,stable,5.2
141,12,equal,2.46
141,12,stable,5.26
141,13,equal,2.94
141,13,stable,3.87
141,14,equal,1.38
141,14,stable,4.53
141,15,equal,2.24
141,15,stable,5.42
141,16,equal,2.16
141,16,stable,4.93
141,17,equal,1.83
141,17,stable,3.99
141,18,equal,1.73
141,18,stable,4.71
141,19,equal,1
141,19,stable,2.79
141,20,equal,1
141,20,stable,4.58
142,1,equal,0
142,1,stable,0
142,2,equal,0
142,2,stable,0
142,3,equal,0
142,3,stable,0
142,4,equal,0
142,4,stable,0
142,5,equal,0
142,5,stable,0
142,6,equal,0
142,6,stable,0
142,7,equal,0
142,7,stable,0
142,8,equal,0
142,8,stable,0
142,9,equal,0
142,9,stable,0
142,10,equal,0
142,10,stable,0
142,11,equal,0
142,11,stable,0
142,12,equal,0
142,12,stable,0
142,13,equal,0
142,13,stable,0
142,14,equal,0
142,14,stable,0
142,15,equal,0
142,15,stable,0
142,16,equal,0
142,16,stable,0
142,17,equal,0
142,17,stable,0
142,18,equal,0
142,18,stable,0
142,19,equal,0
142,19,stable,0
142,20,equal,0
142,20,stable,0
143,1,equal,1.16
143,1,stable,2.99
143,2,equal,1.27
143,2,stable,2.71
143,3,equal,1.14
143,3,stable,2.62
143,4,equal,1.2
143,4,stable,3.38
143,5,equal,1.19
143,5,stable,2.77
143,6,equal,1.15
143,6,stable,4
143,7,equal,1.17
143,7,stable,2.69
143,8,equal,1.11
143,8,stable,3.13
143,9,equal,1.16
143,9,stable,3.23
143,10,equal,1.25
143,10,stable,3.68
143,11,equal,1.2
143,11,stable,2.17
143,12,equal,1.23
143,12,stable,3.82
143,13,equal,1.13
143,13,stable,2.67
143,14,equal,1.11
143,14,stable,2.81
143,15,equal,1.19
143,15,stable,2.67
143,16,equal,1.21
143,16,stable,3.09
143,17,equal,1.18
143,17,stable,3.19
143,18,equal,1.19
143,18,stable,2.8
143,19,equal,1.15
143,19,stable,2.55
143,20,equal,1.2
143,20,stable,3.94
144,1,equal,2.21
144,1,stable,6.52
144,2,equal,3.77
144,2,stable,6.8
144,3,equal,1
144,3,stable,8.05
144,4,equal,2.68
144,4,stable,7.82
144,5,equal,1
144,5,stable,5
144,6,equal,2.24
144,6,stable,7.52
144,7,equal,1.87
144,7,stable,5.78
144,8,equal,3.93
144,8,stable,6.54
144,9,equal,3.29
144,9,stable,7.58
144,10,equal,1
144,10,stable,5
144,11,equal,1.21
144,11,stable,5.9
144,12,equal,1
144,12,stable,7.61
144,13,equal,2
144,13,stable,9.46
144,14,equal,2
144,14,stable,6.35
144,15,equal,1.62
144,15,stable,7.62
144,16,equal,3.55
144,16,stable,5.44
144,17,equal,2.1
144,17,stable,3.99
144,18,equal,3.18
144,18,stable,8.3
144,19,equal,1
144,19,stable,6.85
144,20,equal,1.55
144,20,stable,6.87
145,1,equal,2.58
145,1,stable,6.37
145,2,equal,1.32
145,2,stable,8.35
145,3,equal,1.97
145,3,stable,6.23
145,4,equal,2.8
145,4,stable,7.47
145,5,equal,1
145,5,stable,5.99
145,6,equal,1.78
145,6,stable,6.9
145,7,equal,1.97
145,7,stable,4.26
145,8,equal,1.95
145,8,stable,6.41
145,9,equal,2
145,9,stable,6.82
145,10,equal,2
145,10,stable,5.81
145,11,equal,1
145,11,stable,5.35
145,12,equal,1.87
145,12,stable,5.84
145,13,equal,1
145,13,stable,7.58
145,14,equal,3.38
145,14,stable,7.76
145,15,equal,1
145,15,stable,6.47
145,16,equal,2.67
145,16,stable,6.74
145,17,equal,3.23
145,17,stable,6.24
145,18,equal,1.51
145,18,stable,5.09
145,19,equal,1
145,19,stable,5.86
145,20,equal,1
145,20,stable,6.64
146,1,equal,2.05
146,1,stable,4.21
146,2,equal,2.43
146,2,stable,4.65
146,3,equal,2.12
146,3,stable,4.31
146,4,equal,2.13
146,4,stable,3.83
146,5,equal,1.46
146,5,stable,5.22
146,6,equal,1
146,6,stable,4.02
146,7,equal,2.23
146,7,stable,4.59
146,8,equal,1.09
146,8,stable,4.29
146,9,equal,2.64
146,9,stable,5.33
146,10,equal,2.26
146,10,stable,3.61
146,11,equal,1.15
146,11,stable,3.83
146,12,equal,2.46
146,12,stable,4.01
146,13,equal,2.35
146,13,stable,5.19
146,14,equal,1.71
146,14,stable,3.74
146,15,equal,1.65
146,15,stable,3.8
146,16,equal,1.93
146,16,stable,4.65
146,17,equal,1.98
146,17,stable,2.89
146,18,equal,1.96
146,18,stable,3.44
146,19,equal,1.31
146,19,stable,4.96
146,20,equal,1.5
146,20,stable,3
147,1,equal,2.04
147,1,stable,4.39
147,2,equal,1.93
147,2,stable,4.96
147,3,equal,1.99
147,3,stable,4.91
147,4,equal,1.84
147,4,stable,3.16
147,5,equal,1.73
147,5,stable,5.16
147,6,equal,1.64
147,6,stable,4.05
147,7,equal,1.81
147,7,stable,4.43
147,8,equal,1.93
147,8,stable,4.66
147,9,equal,1.77
147,9,stable,5.1
147,10,equal,1.69
147,10,stable,3.7
147,11,equal,1.68
147,11,stable,4.58
147,12,equal,1.77
147,12,stable,2.39
147,13,equal,2.49
147,13,stable,5.13
147,14,equal,1.96
147,14,stable,4.92
147,15,equal,1.78
147,15,stable,4.24
147,16,equal,2.1
147,16,stable,3.89
147,17,equal,2.3
147,17,stable,5.08
147,18,equal,1.84
147,18,stable,4.38
147,19,equal,1.32
147,19,stable,4.46
147,20,equal,1.1
147,20,stable,4.78
148,1,equal,0
148,1,stable,0
148,2,equal,0
148,2,stable,0
148,3,equal,0
148,3,stable,0
148,4,equal,0
148,4,stable,0.01
148,5,equal,0
148,5,stable,0
148,6,equal,0
148,6,stable,0
148,7,equal,0
148,7,stable,0
148,8,equal,0
148,8,stable,0
148,9,equal,0
148,9,stable,0
148,10,equal,0
148,10,stable,0
148,11,equal,0
148,11,stable,0
148,12,equal,0
148,12,stable,0
148,13,equal,0
148,13,stable,0
148,14,equal,0
148,14,stable,0
148,15,equal,0
148,15,stable,0
148,16,equal,0
148,16,stable,0
148,17,equal,0
148,17,stable,0
148,18,equal,0
148,18,stable,0
148,19,equal,0
148,19,stable,0
148,20,equal,0
148,20,stable,0
149,1,equal,1.59
149,1,stable,2
149,2,equal,1.51
149,2,stable,3.44
149,3,equal,1.29
149,3,stable,3.1
149,4,equal,1.61
149,4,stable,3.61
149,5,equal,1.38
149,5,stable,2.29
149,6,equal,1.42
149,6,stable,3.21
149,7,equal,1.48
149,7,stable,2.23
149,8,equal,1.15
149,8,stable,2.62
149,9,equal,1.39
149,9,stable,4.07
149,10,equal,1.69
149,10,stable,2.68
149,11,equal,1.58
149,11,stable,2.9
149,12,equal,1.55
149,12,stable,2.91
149,13,equal,1.57
149,13,stable,1.99
149,14,equal,1.37
149,14,stable,2.61
149,15,equal,1.54
149,15,stable,2.78
149,16,equal,1.61
149,16,stable,2.95
149,17,equal,1.45
149,17,stable,2.53
149,18,equal,1.4
149,18,stable,2.84
149,19,equal,1.51
149,19,stable,2.34
149,20,equal,1.27
149,20,stable,2.97
150,1,equal,0
150,1,stable,0
150,2,equal,0
150,2,stable,0
150,3,equal,0
150,3,stable,0
150,4,equal,0
150,4,stable,0
150,5,equal,0
150,5,stable,0
150,6,equal,0
150,6,stable,0
150,7,equal,0
150,7,stable,0
150,8,equal,0
150,8,stable,0
150,9,equal,0
150,9,stable,0
150,10,equal,0
150,10,stable,0
150,11,equal,0
150,11,stable,0
150,12,equal,0
150,12,stable,0
150,13,equal,0
150,13,stable,0
150,14,equal,0
150,14,stable,0
150,15,equal,0
150,15,stable,0
150,16,equal,0
150,16,stable,0
150,17,equal,0
150,17,stable,0
150,18,equal,0
150,18,stable,0
150,19,equal,0
150,19,stable,0
150,20,equal,0
150,20,stable,0
151,1,equal,0
151,1,stable,0
151,2,equal,0
151,2,stable,0
151,3,equal,0
151,3,stable,0
151,4,equal,0
151,4,stable,0
151,5,equal,0
151,5,stable,0
151,6,equal,0
151,6,stable,0
151,7,equal,0
151,7,stable,0
151,8,equal,0
151,8,stable,0
151,9,equal,0
151,9,stable,0
151,10,equal,0
151,10,stable,0
151,11,equal,0
151,11,stable,0
151,12,equal,0
151,12,stable,0
151,13,equal,0
151,13,stable,0
151,14,equal,0
151,14,stable,0
151,15,equal,0
151,15,stable,0
151,16,equal,0
151,16,stable,0
151,17,equal,0
151,17,stable,0
151,18,equal,0
151,18,stable,0
151,19,equal,0
151,19,stable,0
151,20,equal,0
151,20,stable,0
152,1,equal,1
152,1,stable,6.96
152,2,equal,1
152,2,stable,8.75
152,3,equal,1.27
152,3,stable,6
152,4,equal,1
152,4,stable,8
152,5,equal,1
152,5,stable,4
152,6,equal,1
152,6,stable,6.45
152,7,equal,2
152,7,stable,6
152,8,equal,1
152,8,stable,5
152,9,equal,2.98
152,9,stable,5.98
152,10,equal,1
152,10,stable,6
152,11,equal,1
152,11,stable,6
152,12,equal,1
152,12,stable,6
152,13,equal,1.99
152,13,stable,5
152,14,equal,1.86
152,14,stable,6.98
152,15,equal,1
152,15,stable,7.23
152,16,equal,1.22
152,16,stable,7.8
152,17,equal,2
152,17,stable,3.99
152,18,equal,1
152,18,stable,5.89
152,19,equal,1.94
152,19,stable,4.96
152,20,equal,1
152,20,stable,6.98
153,1,equal,0
153,1,stable,0
153,2,equal,0
153,2,stable,0
153,3,equal,0
153,3,stable,0
153,4,equal,0
153,4,stable,0
153,5,equal,0
153,5,stable,0
153,6,equal,0
153,6,stable,0
153,7,equal,0
153,7,stable,0
153,8,equal,0
153,8,stable,0
153,9,equal,0
153,9,stable,0
153,10,equal,0
153,10,stable,0
153,11,equal,0
153,11,stable,0
153,12,equal,0
153,12,stable,0
153,13,equal,0
153,13,stable,0
153,14,equal,0
153,14,stable,0
153,15,equal,0
153,15,stable,0
153,16,equal,0
153,16,stable,0
153,17,equal,0
153,17,stable,0
153,18,equal,0
153,18,stable,0
153,19,equal,0
153,19,stable,0
153,20,equal,0
153,20,stable,0
154,1,equal,0
154,1,stable,0
154,2,equal,0
154,2,stable,0
154,3,equal,0
154,3,stable,0
154,4,equal,0
154,4,stable,0
154,5,equal,0
154,5,stable,0
154,6,equal,0
154,6,stable,0
154,7,equal,0
154,7,stable,0
154,8,equal,0
154,8,stable,0
154,9,equal,0
154,9,stable,0
154,10,equal,0
154,10,stable,0
154,11,equal,0
154,11,stable,0
154,12,equal,0
154,12,stable,0
154,13,equal,0
154,13,stable,0
154,14,equal,0
154,14,stable,0
154,15,equal,0
154,15,stable,0
154,16,equal,0
154,16,stable,0
154,17,equal,0
154,17,stable,0
154,18,equal,0
154,18,stable,0
154,19,equal,0
154,19,stable,0
154,20,equal,0
154,20,stable,0
155,1,equal,1.02
155,1,stable,2.77
155,2,equal,1.05
155,2,stable,2.62
155,3,equal,1.04
155,3,stable,2.64
155,4,equal,1.01
155,4,stable,3.02
155,5,equal,1.04
155,5,stable,2.82
155,6,equal,1.01
155,6,stable,3.55
155,7,equal,1.04
155,7,stable,2.64
155,8,equal,1
155,8,stable,3.75
155,9,equal,1.04
155,9,stable,2.74
155,10,equal,1.04
155,10,stable,3.04
155,11,equal,1.04
155,11,stable,2.66
155,12,equal,1.05
155,12,stable,2.84
155,13,equal,1.03
155,13,stable,3
155,14,equal,1.09
155,14,stable,2.72
155,15,equal,1.04
155,15,stable,2.77
155,16,equal,1.02
155,16,stable,2.7
155,17,equal,1.04
155,17,stable,2.81
155,18,equal,1.03
155,18,stable,2.76
155,19,equal,1.03
155,19,stable,2.67
155,20,equal,1
155,20,stable,2.53
156,1,equal,1
156,1,stable,5.98
156,2,equal,1.56
156,2,stable,6.8
156,3,equal,2.82
156,3,stable,5.95
156,4,equal,1
156,4,stable,8.79
156,5,equal,1
156,5,stable,6.87
156,6,equal,2.78
156,6,stable,5.98
156,7,equal,1
156,7,stable,5
156,8,equal,1
156,8,stable,5.87
156,9,equal,3.75
156,9,stable,7.5
156,10,equal,1
156,10,stable,4.91
156,11,equal,1
156,11,stable,5.99
156,12,equal,1.96
156,12,stable,4.89
156,13,equal,2
156,13,stable,6.85
156,14,equal,1.6
156,14,stable,6.9
156,15,equal,1
156,15,stable,6.75
156,16,equal,2.85
156,16,stable,5.99
156,17,equal,1.98
156,17,stable,8.73
156,18,equal,2
156,18,stable,7.81
156,19,equal,2
156,19,stable,3.99
156,20,equal,1
156,20,stable,6.71
157,1,equal,1.84
157,1,stable,3.95
157,2,equal,1.9
157,2,stable,7.57
157,3,equal,1.56
157,3,stable,7.77
157,4,equal,1
157,4,stable,6
157,5,equal,1
157,5,stable,5.95
157,6,equal,1.18
157,6,stable,7.57
157,7,equal,1.96
157,7,stable,6.61
157,8,equal,1
157,8,stable,5.9
157,9,equal,2.93
157,9,stable,6.13
157,10,equal,1.93
157,10,stable,6.73
157,11,equal,1
157,11,stable,6
157,12,equal,2.14
157,12,stable,8.76
157,13,equal,2.96
157,13,stable,10.19
157,14,equal,3
157,14,stable,8.98
157,15,equal,1.16
157,15,stable,7.26
157,16,equal,2.22
157,16,stable,5.97
157,17,equal,1.94
157,17,stable,6.78
157,18,equal,1
157,18,stable,8.89
157,19,equal,1.5
157,19,stable,4.97
157,20,equal,1
157,20,stable,5.87
158,1,equal,0.59
158,1,stable,0.66
158,2,equal,0.34
158,2,stable,0.72
158,3,equal,0.66
158,3,stable,0.71
158,4,equal,0.61
158,4,stable,1.06
158,5,equal,0.61
158,5,stable,0.68
158,6,equal,0.79
158,6,stable,0.7
158,7,equal,0.36
158,7,stable,0.45
158,8,equal,0.55
158,8,stable,0.34
158,9,equal,0.64
158,9,stable,0.72
158,10,equal,0.72
158,10,stable,0.82
158,11,equal,0
158,11,stable,0.74
158,12,equal,0.66
158,12,stable,1.52
158,13,equal,0.67
158,13,stable,0.67
158,14,equal,0.63
158,14,stable,0.54
158,15,equal,0.5
158,15,stable,1.32
158,16,equal,0.37
158,16,stable,0.86
158,17,equal,0.77
158,17,stable,0.65
158,18,equal,0.26
158,18,stable,0.78
158,19,equal,0
158,19,stable,1.01
158,20,equal,0
158,20,stable,1.14
159,1,equal,1.14
159,1,stable,3.17
159,2,equal,1.16
159,2,stable,3.44
159,3,equal,1.12
159,3,stable,3.6
159,4,equal,1.15
159,4,stable,4.05
159,5,equal,1.1
159,5,stable,3.46
159,6,equal,1.06
159,6,stable,3.07
159,7,equal,1.09
159,7,stable,3.72
159,8,equal,1.1
159,8,stable,4.16
159,9,equal,1.14
159,9,stable,3.38
159,10,equal,1.12
159,10,stable,3.31
159,11,equal,1.14
159,11,stable,3.34
159,12,equal,1.13
159,12,stable,3.02
159,13,equal,1.08
159,13,stable,3.35
159,14,equal,1.15
159,14,stable,3.15
159,15,equal,1.12
159,15,stable,3.42
159,16,equal,1.11
159,16,stable,3.61
159,17,equal,1.13
159,17,stable,4.05
159,18,equal,1.13
159,18,stable,3.63
159,19,equal,1.1
159,19,stable,3.13
159,20,equal,1.11
159,20,stable,3.44
160,1,equal,2
160,1,stable,6.83
160,2,equal,1
160,2,stable,7
160,3,equal,1
160,3,stable,8.5
160,4,equal,1.03
160,4,stable,6.99
160,5,equal,1
160,5,stable,5
160,6,equal,1
160,6,stable,7
160,7,equal,1
160,7,stable,5.91
160,8,equal,1
160,8,stable,7.18
160,9,equal,2
160,9,stable,5
160,10,equal,1
160,10,stable,5.99
160,11,equal,1
160,11,stable,6.96
160,12,equal,1
160,12,stable,5.99
160,13,equal,2
160,13,stable,5.99
160,14,equal,2
160,14,stable,7.93
160,15,equal,1
160,15,stable,11.1
160,16,equal,2.45
160,16,stable,8.71
160,17,equal,2
160,17,stable,6
160,18,equal,1
160,18,stable,6
160,19,equal,1
160,19,stable,6.98
160,20,equal,1
160,20,stable,5.9
161,1,equal,0.64
161,1,stable,0.75
161,2,equal,0.56
161,2,stable,0.88
161,3,equal,0.77
161,3,stable,0.77
161,4,equal,0.72
161,4,stable,0.75
161,5,equal,0.62
161,5,stable,0.68
161,6,equal,0.55
161,6,stable,0.53
161,7,equal,0.62
161,7,stable,0.63
161,8,equal,0.6
161,8,stable,0.8
161,9,equal,0.73
161,9,stable,0.77
161,10,equal,0.8
161,10,stable,0.83
161,11,equal,0.69
161,11,stable,0.72
161,12,equal,0.82
161,12,stable,0.81
161,13,equal,0.66
161,13,stable,0.7
161,14,equal,0.55
161,14,stable,0.66
161,15,equal,0.74
161,15,stable,0.85
161,16,equal,0.7
161,16,stable,0.72
161,17,equal,0.61
161,17,stable,0.85
161,18,equal,0.68
161,18,stable,0.72
161,19,equal,0.41
161,19,stable,0.56
161,20,equal,0.42
161,20,stable,0.59
162,1,equal,2.24
162,1,stable,6.02
162,2,equal,2.49
162,2,stable,6.07
162,3,equal,2.08
162,3,stable,4.89
162,4,equal,2.21
162,4,stable,5.6
162,5,equal,2.18
162,5,stable,6.77
162,6,equal,1.97
162,6,stable,6.3
162,7,equal,1.9
162,7,stable,5.1
162,8,equal,1.45
162,8,stable,5.27
162,9,equal,2.87
162,9,stable,6.61
162,10,equal,2.43
162,10,stable,5.91
162,11,equal,1.94
162,11,stable,4.99
162,12,equal,2.58
162,12,stable,5.18
162,13,equal,2.55
162,13,stable,6.06
162,14,equal,1.48
162,14,stable,6.25
162,15,equal,2.42
162,15,stable,4.79
162,16,equal,2.48
162,16,stable,6.58
162,17,equal,2.04
162,17,stable,5.88
162,18,equal,1.5
162,18,stable,5.15
162,19,equal,1.19
162,19,stable,3.08
162,20,equal,2.04
162,20,stable,5.46
163,1,equal,0
163,1,stable,0
163,2,equal,0
163,2,stable,0
163,3,equal,0
163,3,stable,0
163,4,equal,0
163,4,stable,0
163,5,equal,0
163,5,stable,0
163,6,equal,0
163,6,stable,0
163,7,equal,0
163,7,stable,0
163,8,equal,0
163,8,stable,0
163,9,equal,0
163,9,stable,0
163,10,equal,0
163,10,stable,0
163,11,equal,0
163,11,stable,0
163,12,equal,0
163,12,stable,0
163,13,equal,0
163,13,stable,0
163,14,equal,0
163,14,stable,0
163,15,equal,0
163,15,stable,0
163,16,equal,0
163,16,stable,0
163,17,equal,0
163,17,stable,0
163,18,equal,0
163,18,stable,0
163,19,equal,0
163,19,stable,0
163,20,equal,0
163,20,stable,0
164,1,equal,2.64
164,1,stable,5.08
164,2,equal,2.24
164,2,stable,5.29
164,3,equal,2.56
164,3,stable,4.19
164,4,equal,2.6
164,4,stable,4.65
164,5,equal,2.15
164,5,stable,4.82
164,6,equal,2.65
164,6,stable,5.59
164,7,equal,2.51
164,7,stable,4.22
164,8,equal,2.11
164,8,stable,5.24
164,9,equal,2.37
164,9,stable,5.15
164,10,equal,2.73
164,10,stable,4.04
164,11,equal,2.6
164,11,stable,3.45
164,12,equal,2.46
164,12,stable,4.93
164,13,equal,2.83
164,13,stable,4.87
164,14,equal,2.57
164,14,stable,5.41
164,15,equal,2.86
164,15,stable,4.63
164,16,equal,2.38
164,16,stable,5.57
164,17,equal,2.94
164,17,stable,5.21
164,18,equal,2.55
164,18,stable,4.51
164,19,equal,2.36
164,19,stable,4.19
164,20,equal,1.51
164,20,stable,4.22
165,1,equal,0.89
165,1,stable,1.5
165,2,equal,0.97
165,2,stable,1.42
165,3,equal,0.97
165,3,stable,1.31
165,4,equal,0.9
165,4,stable,1.34
165,5,equal,0.9
165,5,stable,1.16
165,6,equal,0.98
165,6,stable,1.63
165,7,equal,0.94
165,7,stable,1.36
165,8,equal,0.92
165,8,stable,1.21
165,9,equal,1
165,9,stable,1.29
165,10,equal,0.93
165,10,stable,1.16
165,11,equal,0.94
165,11,stable,1.35
165,12,equal,1.01
165,12,stable,1.47
165,13,equal,0.9
165,13,stable,1.23
165,14,equal,0.96
165,14,stable,1.34
165,15,equal,0.97
165,15,stable,1.49
165,16,equal,0.9
165,16,stable,1.51
165,17,equal,0.97
165,17,stable,1.36
165,18,equal,0.87
165,18,stable,1.38
165,19,equal,0.9
165,19,stable,1.13
165,20,equal,0.91
165,20,stable,1.39
166,1,equal,1.3
166,1,stable,3.86
166,2,equal,1.19
166,2,stable,3.08
166,3,equal,1.35
166,3,stable,3.73
166,4,equal,1.33
166,4,stable,3.99
166,5,equal,1.15
166,5,stable,4.24
166,6,equal,1.27
166,6,stable,3.16
166,7,equal,1.3
166,7,stable,3.74
166,8,equal,1.35
166,8,stable,3.89
166,9,equal,1.24
166,9,stable,4.22
166,10,equal,1.35
166,10,stable,4.27
166,11,equal,1.28
166,11,stable,3.01
166,12,equal,1.46
166,12,stable,3.58
166,13,equal,1.39
166,13,stable,3.97
166,14,equal,1.31
166,14,stable,3.19
166,15,equal,1.23
166,15,stable,3.67
166,16,equal,1.32
166,16,stable,3.62
166,17,equal,1.34
166,17,stable,3.76
166,18,equal,1.21
166,18,stable,3.55
166,19,equal,1.23
166,19,stable,3.14
166,20,equal,1.34
166,20,stable,3.02
167,1,equal,1.77
167,1,stable,6.93
167,2,equal,2
167,2,stable,6
167,3,equal,1
167,3,stable,6
167,4,equal,1
167,4,stable,7.96
167,5,equal,1
167,5,stable,4.85
167,6,equal,1
167,6,stable,6.98
167,7,equal,1
167,7,stable,7.71
167,8,equal,1
167,8,stable,7.59
167,9,equal,4.58
167,9,stable,5.68
167,10,equal,2
167,10,stable,4.9
167,11,equal,1
167,11,stable,4
167,12,equal,2
167,12,stable,6.97
167,13,equal,3
167,13,stable,7.87
